"scientific_name","datetime","description","place_guess","latitude","longitude","tag_list","common_name","url","image_url","user_login","id","species_guess","iconic_taxon_name","taxon_id","num_identification_agreements","num_identification_disagreements","observed_on_string","observed_on","time_observed_at","time_zone","positional_accuracy","public_positional_accuracy","geoprivacy","taxon_geoprivacy","coordinates_obscured","positioning_method","positioning_device","user_id","user_name","created_at","updated_at","quality_grade","license","sound_url","oauth_application_id","captive_cultivated"
"Pycnopodia helianthoides","2025-02-05 12:13:00 -0800","≈6cm in diameter","Belcarra, BC, Canada",49.3474048,-122.8931744,"","Sunflower Sea Star","https://www.inaturalist.org/observations/260776003","https://inaturalist-open-data.s3.amazonaws.com/photos/468370278/medium.jpg","sea_shellby",260776003,"Sunflower Sea Star","Animalia",47673,1,0,"2025/02/05 12:13 PM","2025-02-05","2025-02-05 20:13:00 UTC","America/Vancouver",50,50,"","open","false","","",2811227,"Shelby Connelly","2025-02-06 04:34:55 UTC","2025-04-14 12:14:38 UTC","research","CC-BY-NC",NA,NA,"false"
"Pycnopodia helianthoides","2025-01-28 18:26:38 -0800","","Boiler Bay, OR, US",44.8332416725,-124.0588388333,"","Sunflower Sea Star","https://www.inaturalist.org/observations/260741068","https://inaturalist-open-data.s3.amazonaws.com/photos/468300267/medium.jpg","colorado_crustaceans",260741068,"Sunflower Sea Star","Animalia",47673,1,0,"2025-01-28 18:26:38-08:00","2025-01-28","2025-01-29 02:26:38 UTC","Pacific Time (US & Canada)",37,37,"","open","false","","",4167278,"Liam Hopkins","2025-02-05 20:58:18 UTC","2025-04-14 11:24:56 UTC","research","CC-BY-NC",NA,3,"false"
"Pycnopodia helianthoides","2025-01-28 18:22:20 -0800","","Boiler Bay, OR, US",44.833496673,-124.0587778333,"","Sunflower Sea Star","https://www.inaturalist.org/observations/260740861","https://inaturalist-open-data.s3.amazonaws.com/photos/468299974/medium.jpg","colorado_crustaceans",260740861,"Sunflower Sea Star","Animalia",47673,1,0,"2025-01-28 18:22:20-08:00","2025-01-28","2025-01-29 02:22:20 UTC","Pacific Time (US & Canada)",20,20,"","open","false","","",4167278,"Liam Hopkins","2025-02-05 20:56:28 UTC","2025-04-14 11:24:47 UTC","research","CC-BY-NC",NA,3,"false"
"Pycnopodia helianthoides","2025-01-28 17:58:42 -0800","One of the biggest ones I’ve seen","Boiler Bay, OR, US",44.833920003,-124.05925,"","Sunflower Sea Star","https://www.inaturalist.org/observations/260688772","https://inaturalist-open-data.s3.amazonaws.com/photos/468203171/medium.jpg","colorado_crustaceans",260688772,"Sunflower Sea Star","Animalia",47673,1,0,"2025-01-28 17:58:42-08:00","2025-01-28","2025-01-29 01:58:42 UTC","Pacific Time (US & Canada)",20,20,"","open","false","","",4167278,"Liam Hopkins","2025-02-05 08:27:49 UTC","2025-04-14 10:23:44 UTC","research","CC-BY-NC",NA,3,"false"
"Pycnopodia helianthoides","2025-02-04 15:51:00 -0900","","Sitka, AK, USA",57.0235496107,-135.3355637168,"","Sunflower Sea Star","https://www.inaturalist.org/observations/260681963","https://inaturalist-open-data.s3.amazonaws.com/photos/468183064/medium.jpeg","paul_norwood",260681963,"Sunflower Sea Star","Animalia",47673,2,0,"2025/02/04 3:51 PM","2025-02-04","2025-02-05 00:51:00 UTC","America/Sitka",61,61,"","open","false","","",25990,"Paul Norwood","2025-02-05 06:02:20 UTC","2025-02-05 19:37:01 UTC","research","CC-BY-NC",NA,NA,"false"
"Pycnopodia helianthoides","2025-02-01 10:02:26 -0900","","Kodiak Island County, US-AK, US",57.6146229914,-152.4181753002,"","Sunflower Sea Star","https://www.inaturalist.org/observations/260289206","https://static.inaturalist.org/photos/467411357/medium.jpg","theredshrimp",260289206,"Sunflower Sea Star","Animalia",47673,4,0,"2025-02-01 10:02:26-09:00","2025-02-01","2025-02-01 19:02:26 UTC","America/Anchorage",2,25215,"obscured","open","true","","",368220,"Reyn Yoshioka","2025-02-01 19:04:41 UTC","2025-09-20 04:01:38 UTC","research","",NA,3,"false"
"Pycnopodia helianthoides","2025-01-31 21:03:00 -0800","","Oregon, US",44.8951048173,-124.1509345158,"","Sunflower Sea Star","https://www.inaturalist.org/observations/260235990","https://static.inaturalist.org/photos/467303945/medium.jpg","salamander_breadcrumbs",260235990,"Sunflower Sea Star","Animalia",47673,1,0,"2025-01-31 21:03:00-08:00","2025-01-31","2025-02-01 05:03:00 UTC","Pacific Time (US & Canada)",4704,27253,"obscured","open","true","","",4784828,"Elliott Bury","2025-02-01 08:04:13 UTC","2025-04-14 00:10:49 UTC","research","",NA,3,"false"
"Pycnopodia helianthoides","2025-01-31 18:42:49 -0800","","Oregon, US",44.9019860342,-124.1961259674,"","Sunflower Sea Star","https://www.inaturalist.org/observations/260235828","https://static.inaturalist.org/photos/467303309/medium.jpg","salamander_breadcrumbs",260235828,"Sunflower Sea Star","Animalia",47673,1,0,"2025-01-31 18:42:49-08:00","2025-01-31","2025-02-01 02:42:49 UTC","Pacific Time (US & Canada)",13,27253,"obscured","open","true","","",4784828,"Elliott Bury","2025-02-01 08:01:14 UTC","2025-04-14 00:10:42 UTC","research","",NA,3,"false"
"Pycnopodia helianthoides","2025-01-31 19:11:32 -0800","","Oregon, US",44.9829146003,-124.0032660943,"","Sunflower Sea Star","https://www.inaturalist.org/observations/260235755","https://static.inaturalist.org/photos/467303157/medium.jpg","salamander_breadcrumbs",260235755,"Sunflower Sea Star","Animalia",47673,1,0,"2025-01-31 19:11:32-08:00","2025-01-31","2025-02-01 03:11:32 UTC","Pacific Time (US & Canada)",86,27253,"obscured","open","true","","",4784828,"Elliott Bury","2025-02-01 08:00:01 UTC","2025-04-14 00:10:40 UTC","research","",NA,3,"false"
"Pycnopodia helianthoides","2025-01-31 19:16:48 -0800","","Oregon, US",44.9997574328,-124.0150322832,"","Sunflower Sea Star","https://www.inaturalist.org/observations/260235739","https://static.inaturalist.org/photos/467303126/medium.jpg","salamander_breadcrumbs",260235739,"Sunflower Sea Star","Animalia",47673,1,0,"2025-01-31 19:16:48-08:00","2025-01-31","2025-02-01 03:16:48 UTC","Pacific Time (US & Canada)",193,27253,"obscured","open","true","","",4784828,"Elliott Bury","2025-02-01 07:59:43 UTC","2025-04-14 00:10:39 UTC","research","",NA,3,"false"
"Pycnopodia helianthoides","2025-01-31 19:17:14 -0800","","Oregon, US",44.9879287435,-124.103494922,"","Sunflower Sea Star","https://www.inaturalist.org/observations/260235716","https://static.inaturalist.org/photos/467303066/medium.jpg","salamander_breadcrumbs",260235716,"Sunflower Sea Star","Animalia",47673,1,0,"2025-01-31 19:17:14-08:00","2025-01-31","2025-02-01 03:17:14 UTC","Pacific Time (US & Canada)",4,27253,"obscured","open","true","","",4784828,"Elliott Bury","2025-02-01 07:59:12 UTC","2025-04-14 00:10:39 UTC","research","",NA,3,"false"
"Pycnopodia helianthoides","2025-01-31 19:23:52 -0800","","Oregon, US",44.8970990862,-124.0255036101,"","Sunflower Sea Star","https://www.inaturalist.org/observations/260235671","https://static.inaturalist.org/photos/467302962/medium.jpg","salamander_breadcrumbs",260235671,"Sunflower Sea Star","Animalia",47673,1,0,"2025-01-31 19:23:52-08:00","2025-01-31","2025-02-01 03:23:52 UTC","Pacific Time (US & Canada)",92,27253,"obscured","open","true","","",4784828,"Elliott Bury","2025-02-01 07:58:25 UTC","2025-04-14 00:10:37 UTC","research","",NA,3,"false"
"Pycnopodia helianthoides","2025-01-31 19:28:55 -0800","","Oregon, US",44.8304986633,-124.0576257734,"","Sunflower Sea Star","https://www.inaturalist.org/observations/260235659","https://static.inaturalist.org/photos/467302924/medium.jpg","salamander_breadcrumbs",260235659,"Sunflower Sea Star","Animalia",47673,1,0,"2025-01-31 19:28:55-08:00","2025-01-31","2025-02-01 03:28:55 UTC","Pacific Time (US & Canada)",1394,27253,"obscured","open","true","","",4784828,"Elliott Bury","2025-02-01 07:58:05 UTC","2025-04-14 00:10:36 UTC","research","",NA,3,"false"
"Pycnopodia helianthoides","2025-01-31 19:29:30 -0800","","Oregon, US",44.8860602398,-124.0026410965,"","Sunflower Sea Star","https://www.inaturalist.org/observations/260235622","https://static.inaturalist.org/photos/467302804/medium.jpg","salamander_breadcrumbs",260235622,"Sunflower Sea Star","Animalia",47673,1,0,"2025-01-31 19:29:30-08:00","2025-01-31","2025-02-01 03:29:30 UTC","Pacific Time (US & Canada)",106,27253,"obscured","open","true","","",4784828,"Elliott Bury","2025-02-01 07:57:03 UTC","2025-04-14 00:10:34 UTC","research","",NA,3,"false"
"Pycnopodia helianthoides","2025-01-31 19:34:13 -0800","","Oregon, US",44.9165736352,-124.075449185,"","Sunflower Sea Star","https://www.inaturalist.org/observations/260235614","https://static.inaturalist.org/photos/467302773/medium.jpg","salamander_breadcrumbs",260235614,"Sunflower Sea Star","Animalia",47673,1,0,"2025-01-31 19:34:13-08:00","2025-01-31","2025-02-01 03:34:13 UTC","Pacific Time (US & Canada)",6,27253,"obscured","open","true","","",4784828,"Elliott Bury","2025-02-01 07:56:47 UTC","2025-04-14 00:10:34 UTC","research","",NA,3,"false"
"Pycnopodia helianthoides","2025-01-31 19:35:32 -0800","","Oregon, US",44.8945444236,-124.1732540316,"","Sunflower Sea Star","https://www.inaturalist.org/observations/260235605","https://static.inaturalist.org/photos/467302745/medium.jpg","salamander_breadcrumbs",260235605,"Sunflower Sea Star","Animalia",47673,1,0,"2025-01-31 19:35:32-08:00","2025-01-31","2025-02-01 03:35:32 UTC","Pacific Time (US & Canada)",70,27253,"obscured","open","true","","",4784828,"Elliott Bury","2025-02-01 07:56:34 UTC","2025-04-14 00:10:33 UTC","research","",NA,3,"false"
"Pycnopodia helianthoides","2025-01-31 19:36:01 -0800","","Oregon, US",44.8741215799,-124.0702923281,"","Sunflower Sea Star","https://www.inaturalist.org/observations/260235586","https://static.inaturalist.org/photos/467302690/medium.jpg","salamander_breadcrumbs",260235586,"Sunflower Sea Star","Animalia",47673,1,0,"2025-01-31 19:36:01-08:00","2025-01-31","2025-02-01 03:36:01 UTC","Pacific Time (US & Canada)",13,27253,"obscured","open","true","","",4784828,"Elliott Bury","2025-02-01 07:56:09 UTC","2025-04-14 00:10:32 UTC","research","",NA,3,"false"
"Pycnopodia helianthoides","2025-01-31 20:01:51 -0800","","Oregon, US",44.850500652,-124.1850870322,"","Sunflower Sea Star","https://www.inaturalist.org/observations/260235438","https://static.inaturalist.org/photos/467302350/medium.jpg","salamander_breadcrumbs",260235438,"Sunflower Sea Star","Animalia",47673,1,0,"2025-01-31 20:01:51-08:00","2025-01-31","2025-02-01 04:01:51 UTC","Pacific Time (US & Canada)",38,27253,"obscured","open","true","","",4784828,"Elliott Bury","2025-02-01 07:53:00 UTC","2025-04-14 00:10:26 UTC","research","",NA,3,"false"
"Pycnopodia helianthoides","2025-01-31 13:04:00 -0800","","Capital Regional District, BC, Canada",48.5979119974,-123.481749216,"","Sunflower Sea Star","https://www.inaturalist.org/observations/260207346","https://inaturalist-open-data.s3.amazonaws.com/photos/467241690/medium.jpeg","sophialabiy",260207346,"Sunflower Sea Star","Animalia",47673,1,0,"2025/01/31 1:04 PM","2025-01-31","2025-01-31 21:04:00 UTC","America/Vancouver",15,15,"","open","false","","",3632444,"","2025-02-01 00:26:38 UTC","2025-04-13 23:25:17 UTC","research","CC-BY-NC",NA,NA,"false"
"Pycnopodia helianthoides","2025-01-31 13:02:00 -0800","","Capital Regional District, BC, Canada",48.5978055663,-123.4817706736,"","Sunflower Sea Star","https://www.inaturalist.org/observations/260207343","https://inaturalist-open-data.s3.amazonaws.com/photos/467241691/medium.jpeg","sophialabiy",260207343,"Sunflower Sea Star","Animalia",47673,1,0,"2025/01/31 1:02 PM","2025-01-31","2025-01-31 21:02:00 UTC","America/Vancouver",15,15,"","open","false","","",3632444,"","2025-02-01 00:26:37 UTC","2025-02-01 02:30:57 UTC","research","CC-BY-NC",NA,NA,"false"
"Pycnopodia helianthoides","2025-01-31 12:52:00 -0800","","Capital Regional District, BC, Canada",48.5979261882,-123.4818672332,"","Sunflower Sea Star","https://www.inaturalist.org/observations/260207327","https://inaturalist-open-data.s3.amazonaws.com/photos/467241603/medium.jpeg","sophialabiy",260207327,"Sunflower Sea Star","Animalia",47673,1,0,"2025/01/31 12:52 PM","2025-01-31","2025-01-31 20:52:00 UTC","America/Vancouver",15,15,"","open","false","","",3632444,"","2025-02-01 00:26:34 UTC","2025-04-13 23:25:15 UTC","research","CC-BY-NC",NA,NA,"false"
"Pycnopodia helianthoides","2025-01-31 12:49:00 -0800","","Capital Regional District, BC, Canada",48.5979616652,-123.4818565043,"","Sunflower Sea Star","https://www.inaturalist.org/observations/260207323","https://inaturalist-open-data.s3.amazonaws.com/photos/467241581/medium.jpeg","sophialabiy",260207323,"Sunflower Sea Star","Animalia",47673,1,0,"2025/01/31 12:49 PM","2025-01-31","2025-01-31 20:49:00 UTC","America/Vancouver",15,15,"","open","false","","",3632444,"","2025-02-01 00:26:33 UTC","2025-02-01 00:31:28 UTC","research","CC-BY-NC",NA,NA,"false"
"Pycnopodia helianthoides","2025-01-31 12:48:00 -0800","","Capital Regional District, BC, Canada",48.5979261882,-123.4816526564,"","Sunflower Sea Star","https://www.inaturalist.org/observations/260207322","https://inaturalist-open-data.s3.amazonaws.com/photos/467241572/medium.jpeg","sophialabiy",260207322,"Sunflower Sea Star","Animalia",47673,1,0,"2025/01/31 12:48 PM","2025-01-31","2025-01-31 20:48:00 UTC","America/Vancouver",15,15,"","open","false","","",3632444,"","2025-02-01 00:26:33 UTC","2025-04-13 23:25:15 UTC","research","CC-BY-NC",NA,NA,"false"
"Pycnopodia helianthoides","2025-01-31 12:42:00 -0800","","Capital Regional District, BC, Canada",48.5978197571,-123.4818886908,"","Sunflower Sea Star","https://www.inaturalist.org/observations/260207316","https://inaturalist-open-data.s3.amazonaws.com/photos/467241543/medium.jpeg","sophialabiy",260207316,"Sunflower Sea Star","Animalia",47673,1,0,"2025/01/31 12:42 PM","2025-01-31","2025-01-31 20:42:00 UTC","America/Vancouver",15,15,"","open","false","","",3632444,"","2025-02-01 00:26:31 UTC","2025-04-13 23:25:15 UTC","research","CC-BY-NC",NA,NA,"false"
"Pycnopodia helianthoides","2025-01-28 18:26:06 -0800","","Oregon, US",44.9800100681,-124.1061772209,"","Sunflower Sea Star","https://www.inaturalist.org/observations/259936743","https://static.inaturalist.org/photos/466709728/medium.jpg","salamander_breadcrumbs",259936743,"Sunflower Sea Star","Animalia",47673,1,0,"2025-01-28 18:26:06-08:00","2025-01-28","2025-01-29 02:26:06 UTC","Pacific Time (US & Canada)",44,27253,"obscured","open","true","","",4784828,"Elliott Bury","2025-01-29 06:24:40 UTC","2025-04-13 15:21:49 UTC","research","",NA,3,"false"
"Pycnopodia helianthoides","2025-01-28 18:23:50 -0800","","Oregon, US",44.9356608107,-124.1291442998,"","Sunflower Sea Star","https://www.inaturalist.org/observations/259936728","https://static.inaturalist.org/photos/466709686/medium.jpg","salamander_breadcrumbs",259936728,"Sunflower Sea Star","Animalia",47673,1,0,"2025-01-28 18:23:50-08:00","2025-01-28","2025-01-29 02:23:50 UTC","Pacific Time (US & Canada)",83,27253,"obscured","open","true","","",4784828,"Elliott Bury","2025-01-29 06:24:24 UTC","2025-04-13 15:21:48 UTC","research","",NA,3,"false"
"Pycnopodia helianthoides","2025-01-28 18:21:58 -0800","","Oregon, US",44.9647706561,-124.0806143787,"","Sunflower Sea Star","https://www.inaturalist.org/observations/259936709","https://static.inaturalist.org/photos/466709652/medium.jpg","salamander_breadcrumbs",259936709,"Sunflower Sea Star","Animalia",47673,1,0,"2025-01-28 18:21:58-08:00","2025-01-28","2025-01-29 02:21:58 UTC","Pacific Time (US & Canada)",13,27253,"obscured","open","true","","",4784828,"Elliott Bury","2025-01-29 06:24:10 UTC","2025-04-13 15:21:47 UTC","research","",NA,3,"false"
"Pycnopodia helianthoides","2025-01-28 17:11:54 -0800","","Oregon, US",44.9593525313,-124.0018944608,"","Sunflower Sea Star","https://www.inaturalist.org/observations/259936478","https://static.inaturalist.org/photos/466709126/medium.jpg","salamander_breadcrumbs",259936478,"Sunflower Sea Star","Animalia",47673,1,0,"2025-01-28 17:11:54-08:00","2025-01-28","2025-01-29 01:11:54 UTC","Pacific Time (US & Canada)",87,27253,"obscured","open","true","","",4784828,"Elliott Bury","2025-01-29 06:19:19 UTC","2025-04-13 15:19:05 UTC","research","",NA,3,"false"
"Pycnopodia helianthoides","2025-01-28 16:57:16 -0800","","Oregon, US",44.9968416713,-124.1296353647,"","Sunflower Sea Star","https://www.inaturalist.org/observations/259936394","https://static.inaturalist.org/photos/466708941/medium.jpg","salamander_breadcrumbs",259936394,"Sunflower Sea Star","Animalia",47673,1,0,"2025-01-28 16:57:16-08:00","2025-01-28","2025-01-29 00:57:16 UTC","Pacific Time (US & Canada)",918,27253,"obscured","open","true","","",4784828,"Elliott Bury","2025-01-29 06:17:33 UTC","2025-04-13 15:19:01 UTC","research","",NA,3,"false"
"Pycnopodia helianthoides","2025-01-28 12:45:00 -0800","","Alberni-Clayoquot, BC, Canada",48.8544480772,-125.1181845633,"","Sunflower Sea Star","https://www.inaturalist.org/observations/259932813","https://inaturalist-open-data.s3.amazonaws.com/photos/466700340/medium.jpeg","claysteell",259932813,"Sunflower Sea Star","Animalia",47673,1,0,"2025/01/28 12:45 PM","2025-01-28","2025-01-28 20:45:00 UTC","America/Vancouver",13,13,"","open","false","","",4059183,"Clay Steell","2025-01-29 05:08:05 UTC","2025-01-29 06:16:04 UTC","research","CC-BY-NC",NA,NA,"false"
"Pycnopodia helianthoides","2025-01-28 12:45:00 -0800","","Alberni-Clayoquot, BC, Canada",48.8544480772,-125.1181845633,"","Sunflower Sea Star","https://www.inaturalist.org/observations/259932806","https://inaturalist-open-data.s3.amazonaws.com/photos/466700076/medium.jpeg","claysteell",259932806,"Sunflower Sea Star","Animalia",47673,1,0,"2025/01/28 12:45 PM","2025-01-28","2025-01-28 20:45:00 UTC","America/Vancouver",13,13,"","open","false","","",4059183,"Clay Steell","2025-01-29 05:08:02 UTC","2025-01-29 06:16:38 UTC","research","CC-BY-NC",NA,NA,"false"
"Pycnopodia helianthoides","2010-05-16 12:31:00 -0700","","Seattle, WA, USA",47.571,-122.4135,"","Sunflower Sea Star","https://www.inaturalist.org/observations/259809167","https://inaturalist-open-data.s3.amazonaws.com/photos/466460133/medium.jpg","ubnabubba",259809167,"Sunflower Sea Star","Animalia",47673,3,0,"2010/05/16 12:31 PM","2010-05-16","2010-05-16 19:31:00 UTC","Pacific Time (US & Canada)",NA,NA,"","open","false","","",8807408,"","2025-01-27 23:45:31 UTC","2025-02-09 07:57:12 UTC","research","CC-BY-NC",NA,NA,"false"
"Pycnopodia helianthoides","2025-01-12 21:29:29 -0800","","Seattle, WA, US",47.5712000977,-122.414926274,"","Sunflower Sea Star","https://www.inaturalist.org/observations/259736331","https://inaturalist-open-data.s3.amazonaws.com/photos/466316604/medium.jpg","ethan_bernard02",259736331,"Sunflower Sea Star","Animalia",47673,1,0,"2025-01-12 21:29:29-08:00","2025-01-12","2025-01-13 05:29:29 UTC","Pacific Time (US & Canada)",23,23,"","open","false","","",8893422,"","2025-01-27 06:04:11 UTC","2025-03-27 06:35:16 UTC","research","CC-BY-NC",NA,3,"false"
"Pycnopodia helianthoides","2025-01-26 14:36:09 -0800","","North Pacific Ocean, Mendocino, CA, US",39.3087083333,-123.81012,"","Sunflower Sea Star","https://www.inaturalist.org/observations/259718563","https://static.inaturalist.org/photos/466279563/medium.jpg","questingkoala",259718563,"Sunflower Sea Star","Animalia",47673,2,0,"2025-01-26 14:36:09-08:00","2025-01-26","2025-01-26 22:36:09 UTC","Pacific Time (US & Canada)",372,372,"","open","false","","",6398679,"Kylie Galliani","2025-01-27 02:11:30 UTC","2025-03-13 15:38:29 UTC","research","",NA,3,"false"
"Pycnopodia helianthoides","2025-01-25 15:45:00 -0800","healthy, dive light in second photo is 7in from top to base, so about 14in diameter","Clallam County, US-WA, US",48.054007611,-123.6656226459,"","Sunflower Sea Star","https://www.inaturalist.org/observations/259606764","https://inaturalist-open-data.s3.amazonaws.com/photos/466045579/medium.jpeg","cjurnes",259606764,"Sunflower Sea Star","Animalia",47673,1,0,"2025/01/25 3:45 PM","2025-01-25","2025-01-25 23:45:00 UTC","Pacific Time (US & Canada)",224,26743,"obscured","open","true","","",935855,"Carter Urnes","2025-01-26 04:12:25 UTC","2025-04-13 07:28:47 UTC","research","CC-BY-NC",NA,NA,"false"
"Pycnopodia helianthoides","2023-08-05 10:50:42 -0700","Two sea star species present here!","Oregon, US",45.7904583991,-123.9150225494,"","Sunflower Sea Star","https://www.inaturalist.org/observations/259576807","https://static.inaturalist.org/photos/465991033/medium.jpg","flamedash",259576807,"Sunflower Sea Star","Animalia",47673,1,0,"2023-08-05 10:50:42-07:00","2023-08-05","2023-08-05 17:50:42 UTC","Pacific Time (US & Canada)",10,27126,"obscured","open","true","","",8900844,"Lucy Kooistra","2025-01-25 22:04:47 UTC","2025-04-13 06:45:37 UTC","research","",NA,3,"false"
"Pycnopodia helianthoides","2025-01-19 16:53:00 -0900","","Sitka, AK, USA",57.0486630706,-135.3242858668,"","Sunflower Sea Star","https://www.inaturalist.org/observations/259302468","https://static.inaturalist.org/photos/465444866/medium.jpeg","aquaristmatt",259302468,"Sunflower Sea Star","Animalia",47673,2,0,"2025/01/19 4:53 PM","2025-01-19","2025-01-20 01:53:00 UTC","America/Sitka",51,51,"","open","false","","",6108867,"Matt Wilson","2025-01-23 03:27:33 UTC","2025-01-24 23:33:58 UTC","research","",NA,NA,"false"
"Pycnopodia helianthoides","2025-01-19 16:35:00 -0900","","Sitka, AK, USA",57.0486630706,-135.3242858668,"","Sunflower Sea Star","https://www.inaturalist.org/observations/259302456","https://static.inaturalist.org/photos/465444715/medium.jpeg","aquaristmatt",259302456,"Sunflower Sea Star","Animalia",47673,1,0,"2025/01/19 4:35 PM","2025-01-19","2025-01-20 01:35:00 UTC","America/Sitka",51,51,"","open","false","","",6108867,"Matt Wilson","2025-01-23 03:27:29 UTC","2025-04-13 01:04:58 UTC","research","",NA,NA,"false"
"Pycnopodia helianthoides","2025-01-19 16:34:00 -0900","","Sitka, AK, USA",57.0486630706,-135.3242858668,"","Sunflower Sea Star","https://www.inaturalist.org/observations/259302454","https://static.inaturalist.org/photos/465444702/medium.jpeg","aquaristmatt",259302454,"Sunflower Sea Star","Animalia",47673,1,0,"2025/01/19 4:34 PM","2025-01-19","2025-01-20 01:34:00 UTC","America/Sitka",51,51,"","open","false","","",6108867,"Matt Wilson","2025-01-23 03:27:29 UTC","2025-04-13 01:04:58 UTC","research","",NA,NA,"false"
"Pycnopodia helianthoides","2025-01-19 16:21:00 -0900","","Sitka, AK, USA",57.0486630706,-135.3242858668,"","Sunflower Sea Star","https://www.inaturalist.org/observations/259302451","https://static.inaturalist.org/photos/465444680/medium.jpeg","aquaristmatt",259302451,"Sunflower Sea Star","Animalia",47673,1,0,"2025/01/19 4:21 PM","2025-01-19","2025-01-20 01:21:00 UTC","America/Sitka",51,51,"","open","false","","",6108867,"Matt Wilson","2025-01-23 03:27:28 UTC","2025-04-13 01:04:58 UTC","research","",NA,NA,"false"
"Pycnopodia helianthoides","2025-01-19 16:14:00 -0900","","Sitka, AK, USA",57.0486630706,-135.3242858668,"","Sunflower Sea Star","https://www.inaturalist.org/observations/259302448","https://static.inaturalist.org/photos/465444663/medium.jpeg","aquaristmatt",259302448,"Sunflower Sea Star","Animalia",47673,1,0,"2025/01/19 4:14 PM","2025-01-19","2025-01-20 01:14:00 UTC","America/Sitka",51,51,"","open","false","","",6108867,"Matt Wilson","2025-01-23 03:27:27 UTC","2025-04-13 01:04:57 UTC","research","",NA,NA,"false"
"Pycnopodia helianthoides","2025-01-19 16:10:00 -0900","","Sitka, AK, USA",57.0486630706,-135.3242858668,"","Sunflower Sea Star","https://www.inaturalist.org/observations/259302447","https://static.inaturalist.org/photos/465444621/medium.jpeg","aquaristmatt",259302447,"Sunflower Sea Star","Animalia",47673,1,0,"2025/01/19 4:10 PM","2025-01-19","2025-01-20 01:10:00 UTC","America/Sitka",51,51,"","open","false","","",6108867,"Matt Wilson","2025-01-23 03:27:27 UTC","2025-03-05 00:34:36 UTC","research","",NA,NA,"false"
"Pycnopodia helianthoides","2025-01-19 16:10:00 -0900","","Sitka, AK, USA",57.0486630706,-135.3242858668,"","Sunflower Sea Star","https://www.inaturalist.org/observations/259302445","https://static.inaturalist.org/photos/465444637/medium.jpeg","aquaristmatt",259302445,"Sunflower Sea Star","Animalia",47673,1,0,"2025/01/19 4:10 PM","2025-01-19","2025-01-20 01:10:00 UTC","America/Sitka",51,51,"","open","false","","",6108867,"Matt Wilson","2025-01-23 03:27:27 UTC","2025-01-23 05:16:26 UTC","research","",NA,NA,"false"
"Pycnopodia helianthoides","2025-01-19 16:08:00 -0900","","Sitka, AK, USA",57.0486630706,-135.3242858668,"","Sunflower Sea Star","https://www.inaturalist.org/observations/259302444","https://static.inaturalist.org/photos/465444618/medium.jpeg","aquaristmatt",259302444,"Sunflower Sea Star","Animalia",47673,2,0,"2025/01/19 4:08 PM","2025-01-19","2025-01-20 01:08:00 UTC","America/Sitka",51,51,"","open","false","","",6108867,"Matt Wilson","2025-01-23 03:27:26 UTC","2026-01-31 04:31:44 UTC","research","",NA,NA,"false"
"Pycnopodia helianthoides","2025-01-19 16:07:00 -0900","","Sitka, AK, USA",57.0486630706,-135.3242858668,"","Sunflower Sea Star","https://www.inaturalist.org/observations/259302443","https://static.inaturalist.org/photos/465444587/medium.jpeg","aquaristmatt",259302443,"Sunflower Sea Star","Animalia",47673,1,0,"2025/01/19 4:07 PM","2025-01-19","2025-01-20 01:07:00 UTC","America/Sitka",51,51,"","open","false","","",6108867,"Matt Wilson","2025-01-23 03:27:26 UTC","2025-04-13 01:04:57 UTC","research","",NA,NA,"false"
"Pycnopodia helianthoides","2025-01-19 15:53:00 -0900","","Sitka, AK, USA",57.0486630706,-135.3242858668,"","Sunflower Sea Star","https://www.inaturalist.org/observations/259302438","https://static.inaturalist.org/photos/465444529/medium.jpeg","aquaristmatt",259302438,"Sunflower Sea Star","Animalia",47673,1,0,"2025/01/19 3:53 PM","2025-01-19","2025-01-20 00:53:00 UTC","America/Sitka",51,51,"","open","false","","",6108867,"Matt Wilson","2025-01-23 03:27:25 UTC","2025-04-13 01:04:56 UTC","research","",NA,NA,"false"
"Pycnopodia helianthoides","2025-01-19 15:51:00 -0900","","Sitka, AK, USA",57.0486630706,-135.3242858668,"","Sunflower Sea Star","https://www.inaturalist.org/observations/259302437","https://static.inaturalist.org/photos/465444534/medium.jpeg","aquaristmatt",259302437,"Sunflower Sea Star","Animalia",47673,1,0,"2025/01/19 3:51 PM","2025-01-19","2025-01-20 00:51:00 UTC","America/Sitka",51,51,"","open","false","","",6108867,"Matt Wilson","2025-01-23 03:27:25 UTC","2025-04-13 01:04:56 UTC","research","",NA,NA,"false"
"Pycnopodia helianthoides","2025-01-19 15:48:00 -0900","","Sitka, AK, USA",57.0486630706,-135.3242858668,"","Sunflower Sea Star","https://www.inaturalist.org/observations/259302436","https://static.inaturalist.org/photos/465444525/medium.jpeg","aquaristmatt",259302436,"Sunflower Sea Star","Animalia",47673,2,0,"2025/01/19 3:48 PM","2025-01-19","2025-01-20 00:48:00 UTC","America/Sitka",51,51,"","open","false","","",6108867,"Matt Wilson","2025-01-23 03:27:24 UTC","2026-02-07 04:35:50 UTC","research","",NA,NA,"false"
